variant,source,e_explicit,m_explicit,f_explicit,e_could_be,m_could_be,f_could_be,e_score,m_score,f_score,e_max,m_max,f_max,d_min,d_max,zone,uncertain,question_tags,ins_number,compound_name,nutrient_class,dairy_product_subtype,milling_grade,oil_fraction,protein_fraction,sugar_form,language_tag,f_revised
acidulant ins 296,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,preservative|antioxidant,0,0.98,0.86,0,0.98,0.885,0.638,0.648,2,False,False,296,malic acid,,,,,,,,acidity regulator
corn maltodextrin,corn,?dextrinization,modified starch powder,bulking agent,NULL,NULL,thickener,0,0.96,0.375,0,0.96,0.615,0.438,0.534,2,False,True,,,,,,,,,,bulking agent
manganese citrate,mineral,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,mineral_nutrient,,,,,,,fortification_agent
origanum majorana,marjoram,NULL,whole/fresh pieces,taste profile / spice,drying,cut/sliced pieces|powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
thickener ins 440,apple | citrus,NULL,powder,thickener|stabiliser,NULL,NULL,gelling agent,0,0.42,0.65,0,0.42,0.675,0.386,0.396,2,False,False,440,pectins,,,,,,,,thickener|stabiliser
stabilizer pectin,apple | citrus,NULL,powder,stabiliser|thickener|gelling agent,NULL,NULL,NULL,0,0.42,0.675,0,0.42,0.675,0.396,0.396,2,False,False,,,,,,,,,,stabiliser|thickener|gelling agent
pomegranate juice,pomegranate,NULL,juice,flavouring agent,NULL,NULL,acidity regulator,0,0.5,0.675,0,0.5,0.86,0.42,0.494,2,False,False,,,,,,,,,,flavouring agent
pomegranate seeds,pomegranate,NULL,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0,0.05,0.12,0,0.05,0.12,0.063,0.063,1,False,False,,,,,,,,,,raw_agricultural_material
potassium sorbate,synthetic,NULL,crystalline chemical,preservative,NULL,NULL,antioxidant,0,0.98,0.885,0,0.98,0.885,0.648,0.648,2,False,False,,,,,,,,,,preservative
star anise powder,star anise,NULL,powder,taste profile / spice,drying,NULL,flavouring agent,0,0.42,0.18,0.42,0.42,0.675,0.198,0.522,1,True,False,,,,,,,,,,taste profile / spice
sweetener ins 955,synthetic,NULL,crystalline chemical,sweetener,NULL,NULL,bulking agent,0,0.98,0.625,0,0.98,0.625,0.544,0.544,2,False,False,955,sucralose,,,,,,,,sweetener
vegetable protein,soybean | groundnut | pea,NULL,protein concentrate,base ingredient,NULL,protein isolate,NULL,0,0.74,0.12,0,0.78,0.12,0.27,0.282,1,False,False,,,,,,,plant_protein,,,processed_ingredient
vitamin b complex,synthetic,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,vitamin_water_soluble,,,,,,,fortification_agent
ro-purified water,water,refining,juice,base ingredient,NULL,NULL,NULL,0.75,0.5,0.12,0.75,0.5,0.12,0.423,0.423,2,False,False,,,,,,,,,,raw_agricultural_material
whole wheat flour,wheat,milling,flour/fine powder,base ingredient,NULL,NULL,NULL,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,whole,,,,,raw_agricultural_material
whole wheat flour,wheat,milling,flour/fine powder,base ingredient,NULL,NULL,NULL,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,whole,,,,,raw_agricultural_material
black truffle oil,truffle,solvent extraction,oil,lipid base,NULL,extract/oleoresin,flavouring agent,0.82,0.7,0.22,0.82,0.86,0.675,0.544,0.774,2,True,False,,,,,,,,,,lipid base
calcium caseinate,milk,NULL,protein concentrate,base ingredient,NULL,NULL,NULL,0,0.74,0.12,0,0.74,0.12,0.27,0.27,1,False,False,,,,,,,casein,,,processed_ingredient
cantaloupe powder,cantaloupe,drying,powder,flavouring agent,NULL,NULL,taste profile / spice,0.42,0.42,0.675,0.42,0.42,0.675,0.522,0.522,2,False,False,,,,,,,,,,flavouring agent
ferrous gluconate,mineral,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,mineral_nutrient,,,,,,,fortification_agent
trans fatty acids,palm | soybean | groundnut,hydrogenation|interesterification,fat fraction,lipid base,NULL,oil,NULL,0.92,0.72,0.22,0.92,0.72,0.22,0.58,0.58,2,False,False,,,,,,,,,,lipid base
pueraria tuberosa,pueraria tuberosa,NULL,whole/fresh pieces,base ingredient,NULL,cut/sliced pieces|powder,thickener,0,0.05,0.12,0,0.42,0.615,0.063,0.372,1,True,False,,,,,,,,,,raw_agricultural_material
pullulan ins 1204,aureobasidium pullulans,fermentation,powder,thickener|stabiliser|gelling agent,NULL,NULL,NULL,0.56,0.42,0.675,0.56,0.42,0.675,0.564,0.564,2,False,False,1204,,,,,,,,,thickener|stabiliser|gelling agent
red currant dices,red currant,cut/sliced pieces,cut/sliced pieces,base ingredient,NULL,whole/fresh pieces,sweetener,0,0.1,0.12,0,0.1,0.625,0.078,0.28,1,False,False,,,,,,,,,,raw_agricultural_material
red currant puree,red currant,NULL,pulp/puree,base ingredient,NULL,NULL,sweetener,0,0.25,0.12,0,0.25,0.625,0.123,0.325,1,True,False,,,,,,,,,,raw_agricultural_material
sunflower creamer,sunflower,NULL,emulsifier powder,emulsifier,NULL,NULL,foaming agent,0,0.89,0.825,0,0.89,0.825,0.597,0.597,2,False,False,,,,,,,,,,emulsifier
thaumatin ins 957,thaumatococcus daniellii,NULL,powder,sweetener,NULL,NULL,flavouring agent,0,0.42,0.625,0,0.42,0.675,0.376,0.396,2,False,False,957,thaumatin,,,,,,,,sweetener
wheatgrass powder,wheatgrass,drying,powder,base ingredient,milling,NULL,NULL,0.42,0.42,0.12,0.42,0.42,0.12,0.3,0.3,2,False,False,,,,,,,,,,processed_ingredient
improver xylanase,trichoderma reesei,NULL,powder,flour treatment agent,NULL,NULL,NULL,0,0.42,0.93,0,0.42,0.93,0.498,0.498,2,False,False,,,,,,,,,,flour treatment agent
sauvarchala lavana,mineral,NULL,crystalline chemical,taste profile / spice,NULL,NULL,flavouring agent,0,0.98,0.18,0,0.98,0.675,0.366,0.564,2,False,False,,,,,,,,,,taste profile / spice
common edible salt,mineral,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material
edible common salt,mineral,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,,,,,,,,raw_agricultural_material
color ins 160a iii,carrot,NULL,extract/oleoresin,colour,NULL,NULL,flavouring agent,0,0.86,0.8,0,0.86,0.8,0.578,0.578,2,False,False,160a,beta-carotene,,,,,,,,colour
edible maze starch,corn,NULL,starch flour,base ingredient,NULL,NULL,thickener,0,0.6,0.12,0,0.6,0.615,0.228,0.426,1,True,False,,,,,starch,,,,,processed_ingredient
thickener ins 1422,corn | tapioca,NULL,modified starch powder,thickener,NULL,starch flour,stabiliser|gelling agent,0,0.96,0.615,0,0.96,0.675,0.534,0.558,2,False,False,1422,acetylated distarch adipate,,,,,,,,thickener
thickener ins 1405,tapioca,NULL,modified starch powder,thickener,NULL,starch flour,stabiliser|gelling agent,0,0.96,0.615,0,0.96,0.675,0.534,0.558,2,False,False,1405,starch treated with enzymes,,,,,,,,thickener
thickener ins 1412,corn,NULL,modified starch powder,thickener,NULL,starch flour,stabiliser|gelling agent,0,0.96,0.615,0,0.96,0.675,0.534,0.558,2,False,False,1412,distarch phosphate,,,,,,,,thickener
thickener ins 1442,corn | tapioca,NULL,modified starch powder,thickener,NULL,starch flour,stabiliser|gelling agent,0,0.96,0.615,0,0.96,0.675,0.534,0.558,2,False,False,1442,hydroxypropyl distarch phosphate,,,,,,,,thickener
thickener ins 1401,corn | potato,NULL,modified starch powder,thickener,NULL,starch flour,stabiliser|gelling agent,0,0.96,0.615,0,0.96,0.675,0.534,0.558,2,False,False,1401,acid-treated starch,,,,,,,,thickener
thickener ins 1440,corn | tapioca,NULL,modified starch powder,thickener,NULL,starch flour,stabiliser|gelling agent,0,0.96,0.615,0,0.96,0.675,0.534,0.558,2,False,False,1440,hydroxypropyl starch,,,,,,,,thickener
sweet cream powder,milk,NULL,powder,base ingredient,NULL,NULL,NULL,0,0.42,0.12,0,0.42,0.12,0.174,0.174,1,False,False,,,,,,,,,,processed_ingredient
high maltose syrup,corn | tapioca,NULL,syrup,sweetener,?hydrolysis,NULL,bulking agent,0,0.4,0.625,0.6,0.4,0.625,0.37,0.55,2,False,True,,,,,,,,,,sweetener
salts of magnesium,mineral,NULL,crystalline chemical,base ingredient,NULL,NULL,NULL,0,0.98,0.12,0,0.98,0.12,0.342,0.342,2,False,False,,,mineral_nutrient,,,,,,,fortification_agent
magnesium stearate,mineral | palm,NULL,crystalline chemical,anticaking agent,NULL,NULL,NULL,0,0.98,0.85,0,0.98,0.85,0.634,0.634,2,False,False,,,mineral_nutrient,,,,,,,anticaking agent
magnesium sulphate,mineral,NULL,crystalline chemical,base ingredient,NULL,NULL,firming agent,0,0.98,0.12,0,0.98,0.45,0.342,0.474,2,False,False,,,mineral_nutrient,,,,,,,fortification_agent
magnesium chloride,mineral,NULL,crystalline chemical,firming agent,NULL,NULL,NULL,0,0.98,0.45,0,0.98,0.45,0.474,0.474,2,False,False,,,mineral_nutrient,,,,,,,firming agent
dried mango powder,mango,drying,powder,taste profile / spice,NULL,NULL,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice
mango fruit powder,mango,NULL,powder,taste profile / spice,drying,NULL,flavouring agent,0,0.42,0.18,0.42,0.42,0.675,0.198,0.522,1,True,False,,,,,,,,,,taste profile / spice
mango juice powder,mango,drying,powder,flavouring agent,NULL,juice,NULL,0.42,0.42,0.675,0.42,0.5,0.675,0.522,0.546,2,False,False,,,,,,,,,,flavouring agent
dried mango slices,mango,drying,cut/sliced pieces,taste profile / spice,NULL,whole/fresh pieces,flavouring agent,0.42,0.1,0.18,0.42,0.1,0.675,0.228,0.426,1,True,False,,,,,,,,,,taste profile / spice
dried skimmed milk,milk,drying|skim/defatted meal,powder,base ingredient,NULL,NULL,NULL,0.42,0.42,0.12,0.42,0.42,0.12,0.3,0.3,2,False,False,,,,,,,,,,processed_ingredient
whole grain saamai,saamai,NULL,whole/fresh pieces,base ingredient,milling,flour/fine powder,NULL,0,0.05,0.12,0.28,0.33,0.12,0.063,0.231,1,False,False,,,,,,,,,,raw_agricultural_material
sweetener ins 960a,stevia,NULL,extract/oleoresin,sweetener,solvent extraction,powder,flavouring agent,0,0.86,0.625,0.82,0.86,0.675,0.508,0.774,2,True,False,960a,,,,,,,,,sweetener
sweetener ins e960,stevia,NULL,extract/oleoresin,sweetener,solvent extraction,powder,flavouring agent,0,0.86,0.625,0.82,0.86,0.675,0.508,0.774,2,True,False,960,steviol glycosides,,,,,,,,sweetener
dextrose anhydrous,corn | tapioca,NULL,crystalline chemical,sweetener,?hydrolysis,powder,bulking agent,0,0.98,0.625,0.6,0.98,0.625,0.544,0.724,2,True,True,,,,,,,,,,sweetener
invert sugar syrup,sugarcane,?hydrolysis,syrup,sweetener,refining,NULL,NULL,0.6,0.4,0.625,0.75,0.4,0.625,0.55,0.595,2,False,True,,,,,,,,invert_sugar,,sweetener
split black lentil,lentil,NULL,cut/sliced pieces,base ingredient,NULL,whole/fresh pieces,NULL,0,0.1,0.12,0,0.1,0.12,0.078,0.078,1,False,False,,,,,,,,,,raw_agricultural_material
sushi rice vinegar,rice,fermentation,juice,flavouring agent,NULL,NULL,acidity regulator,0.56,0.5,0.675,0.56,0.5,0.86,0.588,0.662,2,False,False,,,,,,,,,,flavouring agent
acidity regulators,synthetic | corn,NULL,crystalline chemical,acidity regulator,fermentation,powder,antioxidant|preservative,0,0.98,0.86,0.56,0.98,0.885,0.638,0.816,2,True,False,,,,,,,,,,acidity regulator
stabilizer ins 450,synthetic,NULL,crystalline chemical,stabiliser,NULL,powder,emulsifier|acidity regulator,0,0.98,0.65,0,0.98,0.86,0.554,0.638,2,False,False,450,diphosphates,,,,,,,,stabiliser
texturizer ins 451,synthetic,NULL,crystalline chemical,stabiliser,NULL,powder,emulsifier|acidity regulator,0,0.98,0.65,0,0.98,0.86,0.554,0.638,2,False,False,451,triphosphates,,,,,,,,stabiliser
emulsifier ins 452,synthetic,NULL,crystalline chemical,emulsifier,NULL,powder,stabiliser|acidity regulator,0,0.98,0.825,0,0.98,0.86,0.624,0.638,2,False,False,452,polyphosphates,,,,,,,,emulsifier
stabilizer ins 452,synthetic,NULL,crystalline chemical,stabiliser,NULL,powder,emulsifier|acidity regulator,0,0.98,0.65,0,0.98,0.86,0.554,0.638,2,False,False,452,polyphosphates,,,,,,,,stabiliser
stabilizer ins 339,mineral,NULL,crystalline chemical,stabiliser,NULL,powder,acidity regulator,0,0.98,0.65,0,0.98,0.86,0.554,0.638,2,False,False,339,sodium phosphate,,,,,,,,stabiliser
stabilizer ins 340,mineral,NULL,crystalline chemical,stabiliser,NULL,powder,acidity regulator,0,0.98,0.65,0,0.98,0.86,0.554,0.638,2,False,False,340,potassium phosphate,,,,,,,,stabiliser
raising agents 341,mineral,NULL,crystalline chemical,raising agent,NULL,powder,stabiliser|acidity regulator,0,0.98,0.475,0,0.98,0.86,0.484,0.638,2,False,False,,,,,,,,,,raising agent
stabilizer ins 341,mineral,NULL,crystalline chemical,stabiliser,NULL,powder,acidity regulator,0,0.98,0.65,0,0.98,0.86,0.554,0.638,2,False,False,341,calcium phosphate,,,,,,,,stabiliser
stabilizer ins 170,mineral,NULL,crystalline chemical,stabiliser,NULL,powder,firming agent|anticaking agent,0,0.98,0.65,0,0.98,0.85,0.554,0.634,2,False,False,170,calcium carbonate (raising),,,,,,,,stabiliser
sodium bicarbonate,synthetic,NULL,crystalline chemical,raising agent,NULL,powder,acidity regulator,0,0.98,0.475,0,0.98,0.86,0.484,0.638,2,False,False,,,,,,,,,,raising agent
citric acid powder,synthetic | corn,fermentation,powder,acidity regulator,drying,crystalline chemical,antioxidant|preservative,0.56,0.42,0.86,0.56,0.98,0.885,0.638,0.816,2,True,False,,,,,,,,,,acidity regulator
emulsifier ins 415,synthetic,NULL,emulsifier powder,emulsifier,NULL,powder,stabiliser|thickener,0,0.89,0.825,0,0.89,0.825,0.597,0.597,2,False,False,415,xanthan gum,,,,,,,,emulsifier
stabilizer ins 415,synthetic,NULL,emulsifier powder,stabiliser,NULL,powder,emulsifier|thickener,0,0.89,0.65,0,0.89,0.825,0.527,0.597,2,False,False,415,xanthan gum,,,,,,,,stabiliser
dhaniya distillate,coriander,NULL,extract/oleoresin,flavouring agent,distillation,NULL,taste profile / spice,0,0.86,0.675,0,0.86,0.675,0.528,0.528,2,False,False,,,,,,,,,,flavouring agent
orange peel powder,orange,drying,powder,taste profile / spice,NULL,NULL,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice
saffron flavouring,saffron,NULL,NULL,flavouring agent,NULL,extract/oleoresin|powder,taste profile / spice,0,0,0.675,0,0.86,0.675,0.27,0.528,1,True,False,,,,,,,,,,flavouring agent
maltitol ins 965 i,corn | wheat,NULL,crystalline chemical,sweetener|bulking agent,NULL,powder,humectant,0,0.98,0.625,0,0.98,0.625,0.544,0.544,2,False,False,965,,,,,,,sugar_alcohol,,sweetener|bulking agent
proteins from whey,milk,NULL,protein concentrate,base ingredient,NULL,whey powder,NULL,0,0.74,0.12,0,0.74,0.12,0.27,0.27,1,False,False,,,,,,,,,,processed_ingredient
whole ajwain seeds,ajwain,NULL,whole/fresh pieces,taste profile / spice,NULL,NULL,flavouring agent,0,0.05,0.18,0,0.05,0.675,0.087,0.285,1,False,False,,,,,,,,,,taste profile / spice
carom seeds powder,ajwain,drying,powder,taste profile / spice,NULL,NULL,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice
emulsifier ins 442,rapeseed | soybean,NULL,emulsifier powder,emulsifier,NULL,NULL,NULL,0,0.89,0.825,0,0.89,0.825,0.597,0.597,2,False,False,442,ammonium phosphatides,,,,,,,,emulsifier
krishna tulsi leaf,tulsi,NULL,whole/fresh pieces,taste profile / spice,NULL,NULL,flavouring agent,0,0.05,0.18,0,0.05,0.675,0.087,0.285,1,False,False,,,,,,,,,,taste profile / spice
tulsi leaf extract,tulsi,solvent extraction,extract/oleoresin,flavouring agent,NULL,NULL,taste profile / spice,0.82,0.86,0.675,0.82,0.86,0.675,0.774,0.774,3,False,False,,,,,,,,,,flavouring agent
sella basmati rice,rice,NULL,NULL,base ingredient,NULL,NULL,NULL,0,0,0.12,0,0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material
white basmati rice,rice,NULL,NULL,base ingredient,NULL,NULL,NULL,0,0,0.12,0,0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material
roasted split gram,chickpea,roasting,cut/sliced pieces,base ingredient,NULL,NULL,NULL,0.58,0.1,0.12,0.58,0.1,0.12,0.252,0.252,1,False,False,,,,,,,,,,raw_agricultural_material
black pepper whole,black pepper,drying,whole/fresh pieces,taste profile / spice,NULL,NULL,flavouring agent,0.42,0.05,0.18,0.42,0.05,0.675,0.213,0.411,1,True,False,,,,,,,,,,taste profile / spice
dried blackcurrant,blackcurrant,drying,whole/fresh pieces,sweetener,NULL,NULL,taste profile / spice,0.42,0.05,0.625,0.42,0.05,0.625,0.391,0.391,2,False,False,,,,,,,,,,sweetener
clarified milk fat,milk,clarification,fat fraction,lipid base,churning,NULL,flavouring agent,0.55,0.72,0.22,0.55,0.72,0.675,0.469,0.651,2,False,False,,,,,,,,,,lipid base
stabilizer ins 466,wood pulp | cotton,NULL,powder,stabiliser,NULL,NULL,thickener|gelling agent,0,0.42,0.65,0,0.42,0.675,0.386,0.396,2,False,False,466,sodium carboxymethyl cellulose,,,,,,,,stabiliser
stabilizer ins 460,wood pulp,NULL,powder,stabiliser,NULL,NULL,thickener|gelling agent,0,0.42,0.65,0,0.42,0.675,0.386,0.396,2,False,False,460,cellulose,,,,,,,,stabiliser
green chilli paste,green chilli,NULL,pulp/puree,taste profile / spice,NULL,NULL,flavouring agent,0,0.25,0.18,0,0.25,0.675,0.147,0.345,1,True,False,,,,,,,,,,taste profile / spice
green chilli puree,green chilli,NULL,pulp/puree,taste profile / spice,NULL,NULL,flavouring agent,0,0.25,0.18,0,0.25,0.675,0.147,0.345,1,True,False,,,,,,,,,,taste profile / spice
kashmiri lal mirch,chilli,drying,powder,taste profile / spice,NULL,whole/fresh pieces,colour,0.42,0.42,0.18,0.42,0.42,0.8,0.324,0.572,2,False,False,,,,,,,,,,taste profile / spice
dried green chilli,green chilli,drying,whole/fresh pieces,taste profile / spice,NULL,NULL,flavouring agent,0.42,0.05,0.18,0.42,0.05,0.675,0.213,0.411,1,True,False,,,,,,,,,,taste profile / spice
coconut components,coconut,NULL,NULL,base ingredient,NULL,NULL,NULL,0,0,0.12,0,0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material
desiccated coconut,coconut,drying,flakes,base ingredient,NULL,NULL,NULL,0.42,0.36,0.12,0.42,0.36,0.12,0.282,0.282,1,False,False,,,,,,,,,,raw_agricultural_material
cumin seeds powder,cumin,drying,powder,taste profile / spice,NULL,NULL,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice
disodium guanylate,synthetic,NULL,crystalline chemical,flavouring agent,NULL,NULL,NULL,0,0.98,0.675,0,0.98,0.675,0.564,0.564,2,False,False,,,,,,,,,,flavouring agent
flavouring ins 627,synthetic,synthetic flavors,NULL,flavouring agent,NULL,NULL,NULL,0.99,0,0.675,0.99,0,0.675,0.567,0.567,2,False,False,627,disodium guanylate,,,,,,,,flavouring agent
disodium inosinate,synthetic,NULL,crystalline chemical,flavouring agent,NULL,NULL,NULL,0,0.98,0.675,0,0.98,0.675,0.564,0.564,2,False,False,,,,,,,,,,flavouring agent
flavouring ins 631,synthetic,synthetic flavors,NULL,flavouring agent,NULL,NULL,NULL,0.99,0,0.675,0.99,0,0.675,0.567,0.567,2,False,False,631,disodium inosinate,,,,,,,,flavouring agent
acacia gum ins 414,acacia,NULL,gum,stabiliser,NULL,NULL,thickener|gelling agent,0,0,0.65,0,0,0.675,0.26,0.27,1,False,False,414,acacia gum (gum arabic),,,,,,,,stabiliser
emulsifier ins 414,acacia,NULL,gum,emulsifier,NULL,emulsifier powder,stabiliser|thickener|gelling agent,0,0,0.825,0,0.89,0.825,0.33,0.597,2,False,False,414,acacia gum (gum arabic),,,,,,,,emulsifier
stabilizer ins 414,acacia,NULL,gum,stabiliser,NULL,powder,thickener|gelling agent,0,0,0.65,0,0.42,0.675,0.26,0.396,1,True,False,414,acacia gum (gum arabic),,,,,,,,stabiliser
emulsifier ins 400,synthetic,NULL,emulsifier powder,emulsifier,NULL,NULL,stabiliser,0,0.89,0.825,0,0.89,0.825,0.597,0.597,2,False,False,400,alginic acid,,,,,,,,emulsifier
emulsifier ins 429,soybean | sunflower,NULL,emulsifier powder,emulsifier,NULL,NULL,stabiliser,0,0.89,0.825,0,0.89,0.825,0.597,0.597,2,False,False,429,oxystearin,,,,,,,,emulsifier
emulsifier ins 436,synthetic,NULL,emulsifier powder,emulsifier,NULL,NULL,stabiliser,0,0.89,0.825,0,0.89,0.825,0.597,0.597,2,False,False,436,polysorbate 65,,,,,,,,emulsifier
emulsifier ins 478,palm | soybean | sunflower,NULL,emulsifier powder,emulsifier,NULL,NULL,stabiliser,0,0.89,0.825,0,0.89,0.825,0.597,0.597,2,False,False,478,mixed tartaric acetic citric acid esters of glycerol,,,,,,,,emulsifier
emulsifier ins 479,palm | soybean | sunflower,NULL,emulsifier powder,emulsifier,NULL,NULL,stabiliser,0,0.89,0.825,0,0.89,0.825,0.597,0.597,2,False,False,479,,,,,,,,,emulsifier
emulsifier ins 481,synthetic,NULL,emulsifier powder,emulsifier,NULL,NULL,stabiliser,0,0.89,0.825,0,0.89,0.825,0.597,0.597,2,False,False,481,sodium stearoyl lactylate,,,,,,,,emulsifier
stabilizer ins 400,synthetic,NULL,powder,stabiliser,NULL,NULL,thickener|gelling agent,0,0.42,0.65,0,0.42,0.675,0.386,0.396,2,False,False,400,alginic acid,,,,,,,,stabiliser
stabilizer ins 436,synthetic,NULL,powder,stabiliser,NULL,NULL,thickener|gelling agent,0,0.42,0.65,0,0.42,0.675,0.386,0.396,2,False,False,436,polysorbate 65,,,,,,,,stabiliser
stabilizer ins 481,synthetic,NULL,powder,stabiliser,NULL,NULL,thickener|gelling agent,0,0.42,0.65,0,0.42,0.675,0.386,0.396,2,False,False,481,sodium stearoyl lactylate,,,,,,,,stabiliser
